Name,Base Salary,HRA,Tax (%),Funds,Deductions,Gross Salary,Net Salary
Employee_1481,69958,6412,5,1027,4936,77397,68642.5
Employee_1482,99350,13879,5,5186,2720,118415,110033.55
Employee_1483,36906,9205,20,5252,819,51363,41321.8
Employee_1484,95247,14528,10,7622,4021,117397,102398.5
Employee_1485,32629,9362,20,8492,1042,50483,41042.8
Employee_1486,65497,8277,5,2855,4509,76629,68431.3
Employee_1487,82099,5426,10,3910,3823,91435,78859.5
Employee_1488,47970,18094,10,8714,3848,74778,64323.6
Employee_1489,58188,6044,20,3660,3263,67892,51782.6
Employee_1490,45783,12798,20,2953,1390,61534,48427.8
Employee_1491,94084,7256,20,3177,1354,104517,82895.0
Employee_1492,31089,16661,20,2444,1802,50194,38842.0
Employee_1493,94894,12852,20,9039,2494,116785,92741.8
Employee_1494,32897,9315,10,3941,622,46153,41309.8
Employee_1495,64628,19538,5,7825,1010,91991,86772.7
Employee_1496,66394,7513,15,8583,3641,82490,67762.95
Employee_1497,60282,18536,10,8192,3614,87010,75514.2
Employee_1498,64565,10937,5,6041,2363,81543,75404.9
Employee_1499,37363,5892,10,8187,2305,51442,44811.5
Employee_1500,45346,7640,25,6385,2790,59371,43334.5
Employee_1501,84442,10500,10,1575,1015,96517,86007.8
Employee_1502,42535,14054,5,5935,4950,62524,54744.55
Employee_1503,37138,18619,20,3525,639,59282,47491.6
Employee_1504,83478,15308,15,7859,1409,106645,90418.1
Employee_1505,32661,16272,20,4971,3010,53904,41107.4
Employee_1506,54360,5071,15,9697,1045,69128,59168.35
Employee_1507,34765,11571,5,8041,2457,54377,49603.2
Employee_1508,76148,5592,15,8215,4225,89955,73469.0
Employee_1509,77561,16403,15,7123,1891,101087,85101.4
Employee_1510,91677,9897,5,8302,1229,109876,103568.3
Employee_1511,59478,14765,20,1097,4147,75340,56344.4
Employee_1512,31130,13180,20,5179,2489,49489,38138.0
Employee_1513,81237,14518,10,6843,3567,102598,89455.5
Employee_1514,80733,16389,15,2448,1563,99570,83438.7
Employee_1515,60003,17662,5,4621,3300,82286,75102.75
Employee_1516,50425,19173,15,7446,3932,77044,62672.3
Employee_1517,31595,5104,10,7060,3354,43759,36735.1
Employee_1518,92830,11083,5,2193,1066,106106,99844.35
Employee_1519,98016,13050,10,9063,1449,120129,107573.4
Employee_1520,80728,17372,10,9653,3369,107753,94574.0
Employee_1521,71602,5567,15,8096,4995,85265,68694.65
Employee_1522,58392,14399,15,5874,4251,78665,63495.35
Employee_1523,53486,19074,25,5211,3399,77771,56232.0
Employee_1524,54405,14065,15,9549,3396,78019,64352.5
Employee_1525,35875,13316,15,4327,4062,53518,42077.35
Employee_1526,56843,12730,10,6110,4920,75683,63805.7
Employee_1527,85980,8834,20,2417,1128,97231,77140.2
Employee_1528,53135,7247,25,9510,1316,69892,53480.5
Employee_1529,58226,8561,20,5701,4861,72488,54269.6
Employee_1530,71945,5018,10,6664,2424,83627,73506.7
Employee_1531,62060,10557,20,7368,1135,79985,64326.6
Employee_1532,32098,14659,20,1837,709,48594,38533.6
Employee_1533,94128,8556,15,7921,1218,110605,93984.4
Employee_1534,68585,11809,15,3140,2097,83534,69377.9
Employee_1535,97928,6426,25,3984,1303,108338,80946.5
Employee_1536,62691,18883,20,6784,3068,88358,68975.2
Employee_1537,82045,18145,5,2382,4680,102572,92882.5
Employee_1538,84594,15674,20,7311,3171,107579,84354.4
Employee_1539,66802,15937,10,6532,3851,89271,77146.1
Employee_1540,91706,10998,10,5981,1072,108685,97342.6
Employee_1541,38087,10737,15,4425,4441,53249,41484.4
Employee_1542,63239,10421,5,8385,773,82045,77589.0
Employee_1543,63878,18309,25,7986,2265,90173,67361.25
Employee_1544,69647,18783,10,2561,1055,90991,81093.0
Employee_1545,68406,7479,20,6441,4450,82326,62699.0
Employee_1546,54740,15145,15,8098,1300,77983,66200.25
Employee_1547,69690,13835,20,5830,2307,89355,70343.0
Employee_1548,91553,9172,5,3054,2522,103779,96220.75
Employee_1549,41758,9619,10,2669,2292,54046,46616.3
Employee_1550,31836,17484,10,9350,1717,58670,52021.0
Employee_1551,56004,5160,25,5284,1717,66448,49440.0
Employee_1552,67499,14119,10,2056,3525,83674,71987.2
Employee_1553,43810,10772,10,3421,3667,58003,48877.8
Employee_1554,88596,9641,5,5331,4040,103568,94616.15
Employee_1555,82877,6563,20,9276,1318,98716,79510.0
Employee_1556,32266,6027,10,4801,2661,43094,36603.7
Employee_1557,53325,9590,25,1094,3705,64009,44575.25
Employee_1558,81088,14409,10,3844,1309,99341,88482.3
Employee_1559,68951,17502,15,7892,3816,94345,77561.05
Employee_1560,42270,17447,15,4448,983,64165,54224.45
Employee_1561,77109,7179,25,4433,4290,88721,63359.0
Employee_1562,90870,12571,25,2397,3279,105838,76698.75
Employee_1563,70387,10836,10,9511,3555,90734,79056.7
Employee_1564,49284,14246,25,1882,2215,65412,47314.5
Employee_1565,41893,7109,25,4533,2744,53535,38540.5
Employee_1566,85360,12708,10,6926,2439,104994,92748.2
Employee_1567,85276,8575,20,7789,2051,101640,80818.8
Employee_1568,66619,9415,10,3225,3875,79259,67780.6
Employee_1569,66706,15425,10,4678,1884,86809,76711.9
Employee_1570,85697,15062,5,2897,4681,103656,93937.05
Employee_1571,52427,8424,15,6127,4208,66978,53642.35
Employee_1572,55429,9627,15,1369,4382,66425,52284.6
Employee_1573,43127,16706,10,4396,4726,64229,53519.7
Employee_1574,60967,14452,5,7129,779,82548,77998.05
Employee_1575,83458,7782,5,3890,2462,95130,88106.0
Employee_1576,50620,7430,25,4870,592,62920,47815.5
Employee_1577,35577,10259,10,5894,4401,51730,42745.4
Employee_1578,98557,8044,5,6977,4104,113578,104143.95
Employee_1579,82485,17171,10,5411,4088,105067,91013.4
Employee_1580,36497,17316,20,2095,2608,55908,42537.4
Employee_1581,37930,19733,25,2458,4275,60121,41430.25
Employee_1582,55043,17035,10,3627,2149,75705,66348.2
Employee_1583,48789,9601,20,2752,1159,61142,48305.0
Employee_1584,30186,18310,10,1718,4646,50214,40718.4
Employee_1585,52170,19679,10,6955,4892,78804,66727.1
Employee_1586,78175,9915,25,9215,776,97305,74506.5
Employee_1587,86170,6598,20,2217,1029,94985,75402.4
Employee_1588,89759,19077,5,1894,4617,110730,100671.2
Employee_1589,76400,10687,15,3404,4138,90491,73289.95
Employee_1590,65574,18680,25,5010,1976,89264,66224.5
Employee_1591,82108,15628,5,6480,2160,104216,97169.2
Employee_1592,88297,8694,15,6156,2737,103147,85861.35
Employee_1593,57705,19442,20,1585,2726,78732,60576.6
Employee_1594,99411,7096,15,4710,4959,111217,90281.95
Employee_1595,48394,15693,20,7511,2360,71598,56420.6
Employee_1596,38956,11962,20,2580,2838,53498,40476.4
Employee_1597,42217,16267,10,4929,1730,63413,55834.6
Employee_1598,31688,14451,10,1215,2428,47354,40312.1
Employee_1599,33741,5830,10,4539,2581,44110,37571.9
Employee_1600,31074,12029,15,3213,1576,46316,38274.55
Employee_1601,47067,17492,5,3106,3167,67665,61270.05
Employee_1602,33999,11699,5,9732,2234,55430,50911.1
Employee_1603,93870,7320,20,7049,4890,108239,83111.0
Employee_1604,59327,12380,20,6349,613,78056,63101.6
Employee_1605,84896,19298,20,3202,679,107396,85878.2
Employee_1606,58777,19410,15,8139,2114,86326,72483.95
Employee_1607,89008,5510,15,6698,3171,101216,83867.3
Employee_1608,95754,14688,20,2614,963,113056,90004.6
Employee_1609,37044,7459,5,4925,4150,49428,43052.85
Employee_1610,66594,12986,5,3849,3921,83429,75529.0
Employee_1611,53204,19269,10,8839,2195,81312,71869.7
Employee_1612,49723,12544,15,9614,1794,71881,60746.95
Employee_1613,69337,19628,15,6851,2122,95816,80349.25
Employee_1614,99388,11653,15,1562,3470,112603,92476.85
Employee_1615,44549,16091,25,2241,2437,62881,45284.0
Employee_1616,96760,11152,5,4801,3932,112713,103385.4
Employee_1617,62160,15894,25,5572,1968,83626,62144.5
Employee_1618,58225,13234,15,5027,3428,76486,62339.15
Employee_1619,54783,5324,25,5693,2082,65800,48691.25
Employee_1620,63363,19435,10,3247,687,86045,77078.2
Employee_1621,67603,6192,20,3993,1569,77788,61460.0
Employee_1622,43340,17335,20,9708,912,70383,57336.0
Employee_1623,88804,8696,10,7904,4097,105404,91557.0
Employee_1624,42317,11535,20,7598,1425,61450,49254.6
Employee_1625,98143,16210,20,9632,2536,123985,98578.4
Employee_1626,54658,10042,10,5883,4261,70583,59852.0
Employee_1627,74136,11684,15,9985,4992,95805,77940.0
Employee_1628,70492,19990,5,1071,4869,91553,82159.9
Employee_1629,62074,18853,10,3659,1900,84586,74593.3
Employee_1630,61325,12752,10,3992,1761,78069,68900.3
Employee_1631,51143,18163,10,2014,2252,71320,62137.4
Employee_1632,91802,11771,5,2005,3811,105578,96588.35
Employee_1633,52438,16386,25,8960,1434,77784,59144.0
Employee_1634,32517,16153,20,3927,4637,52597,38226.0
Employee_1635,39914,14673,15,5203,1128,59790,50473.95
Employee_1636,51895,9450,15,8333,3753,69678,56723.25
Employee_1637,69365,6100,15,4910,3066,80375,65989.25
Employee_1638,43626,14868,5,8603,1292,67097,62880.3
Employee_1639,73085,10277,5,3578,4560,86940,78211.9
Employee_1640,99252,11226,5,1930,2329,112408,104555.1
Employee_1641,73658,5596,5,7153,1981,86407,80463.3
Employee_1642,93881,12375,20,9262,2087,115518,92179.8
Employee_1643,31529,7942,15,2691,4978,42162,31263.35
Employee_1644,35875,17040,15,6010,1470,58925,49517.75
Employee_1645,37611,7721,10,2869,2244,48201,41423.8
Employee_1646,76437,15245,15,3617,1435,95299,80111.7
Employee_1647,74133,11803,5,6548,3858,92484,84329.2
Employee_1648,44922,11660,25,4113,2847,60695,43702.5
Employee_1649,55331,11056,25,6601,3585,72988,52806.25
Employee_1650,86466,10221,20,3364,1797,100051,78916.6
Employee_1651,31926,14597,20,6604,1743,53127,42079.4
Employee_1652,77078,12652,5,5275,2983,95005,87535.5
Employee_1653,61531,14072,5,3320,1836,78923,73306.85
Employee_1654,38179,15418,25,1933,2446,55530,39684.75
Employee_1655,38520,18861,10,4083,2440,61464,53285.9
Employee_1656,32861,8004,15,9397,4279,50262,39853.25
Employee_1657,92510,18060,5,7786,3624,118356,109203.5
Employee_1658,31825,10033,5,7624,4368,49482,43021.1
Employee_1659,75407,17523,20,9538,800,102468,83082.0
Employee_1660,68869,10048,25,5986,1590,84903,63583.75
Employee_1661,42089,18866,15,5441,4692,66396,52560.75
Employee_1662,80544,6611,20,7316,1713,94471,75327.0
Employee_1663,43417,16048,10,1156,3466,60621,51208.5
Employee_1664,77739,19957,5,9750,2362,107446,100199.2
Employee_1665,54368,7271,25,3548,3038,65187,46739.25
Employee_1666,42151,11406,20,8833,1740,62390,49938.6
Employee_1667,45643,14027,10,1721,2737,61391,52687.0
Employee_1668,79869,5872,15,2094,647,87835,74326.85
Employee_1669,54430,5135,10,8617,4538,68182,57687.5
Employee_1670,30217,14969,5,4822,2315,50008,45433.7
Employee_1671,60841,8606,10,1708,3115,71155,61095.3
Employee_1672,40070,15546,20,8193,2406,63809,50279.8
Employee_1673,35451,13116,5,8703,2080,57270,52761.65
Employee_1674,31241,17192,15,8069,1832,56502,47405.05
Employee_1675,48629,11827,10,2350,1129,62806,55631.4
Employee_1676,60114,14593,10,4844,4841,79551,67239.3
Employee_1677,39330,7933,10,7748,818,55011,49466.7
Employee_1678,59060,11463,15,2938,2592,73461,60290.55
Employee_1679,70625,8861,25,7683,746,87169,66551.5
Employee_1680,71804,6786,15,6922,3980,85512,69743.5
Employee_1681,97002,17388,20,7371,1209,121761,97674.0
Employee_1682,53732,8671,25,6371,3903,68774,49270.25
Employee_1683,74868,17131,10,2834,1241,94833,84392.1
Employee_1684,99535,15023,25,7207,3122,121765,90003.5
Employee_1685,65476,15761,25,1673,4554,82910,58046.75
Employee_1686,60674,16731,20,9806,2068,87211,69662.0
Employee_1687,48523,9098,10,4624,2882,62245,53600.9
Employee_1688,84411,9303,10,7457,3849,101171,87950.6
Employee_1689,38166,11893,10,2654,1249,52713,46458.1
Employee_1690,45056,10512,25,5317,883,60885,46110.0
Employee_1691,30553,10965,25,9411,2543,50929,38006.5
Employee_1692,74849,15545,25,4287,2484,94681,69598.5
Employee_1693,78978,16418,5,5539,560,100935,95605.2
Employee_1694,36612,15919,5,1148,3476,53679,47576.45
Employee_1695,52511,6469,15,4816,3954,63796,50995.0
Employee_1696,79769,10023,10,1989,1359,91781,81442.8
Employee_1697,65314,5460,5,6396,4364,77170,69267.3
Employee_1698,86919,19161,15,7763,4587,113843,93344.0
Employee_1699,59222,10273,5,1003,2734,70498,64289.25
Employee_1700,56992,17013,10,3199,3177,77204,66626.5
Employee_1701,53153,5580,15,3719,1128,62452,52514.05
Employee_1702,46564,6762,20,5979,1401,59305,47238.8
Employee_1703,73838,6919,10,7282,3644,88039,76319.3
Employee_1704,93188,13373,10,8430,978,114991,103356.9
Employee_1705,52925,9617,20,3428,1512,65970,51949.6
Employee_1706,40275,10414,25,8982,4759,59671,42239.75
Employee_1707,44995,5042,15,3667,4970,53704,41228.45
Employee_1708,94788,16597,20,5328,3612,116713,90824.0
Employee_1709,52381,6406,10,9442,2626,68229,59724.3
Employee_1710,58080,17824,20,6260,4186,82164,62797.2
Employee_1711,97959,16366,20,9198,4145,123523,96513.0
Employee_1712,44068,6615,25,7498,2900,58181,42610.25
Employee_1713,67896,10620,20,3335,1301,81851,64846.8
Employee_1714,72375,9154,25,6537,1845,88066,65838.75
Employee_1715,56404,14918,20,2687,2104,74009,57640.6
Employee_1716,48238,12280,25,7177,600,67695,51965.5
Employee_1717,60917,6615,5,3530,1179,71062,66506.4
Employee_1718,66690,11549,10,5657,2189,83896,73883.1
Employee_1719,32358,10300,10,3866,4256,46524,38002.2
Employee_1720,85976,8838,20,5728,1798,100542,79781.2
Employee_1721,46693,10145,20,5135,3433,61973,47172.4
Employee_1722,89219,10633,10,6197,3719,106049,92344.8
Employee_1723,74165,19898,5,1445,4206,95508,86598.85
Employee_1724,57946,5174,10,1239,2842,64359,55205.0
Employee_1725,57434,6773,10,9186,3381,73393,63591.3
Employee_1726,85615,8036,20,5023,1815,98674,78128.8
Employee_1727,75135,14110,20,3166,4273,92411,70289.0
Employee_1728,56558,16410,15,3286,1212,76254,64096.8
Employee_1729,68248,19207,5,3481,4451,90936,82112.25
Employee_1730,77890,9533,10,8380,4942,95803,82118.7
Employee_1731,70425,9058,10,6542,3181,86025,74895.7
Employee_1732,80172,8796,25,2727,2447,91695,67006.0
Employee_1733,72705,19072,15,3691,3122,95468,78579.45
Employee_1734,64459,11119,20,3293,2973,78871,60782.4
Employee_1735,88410,6710,5,1898,539,97018,91723.0
Employee_1736,57360,15502,15,7541,3062,80403,66411.7
Employee_1737,97695,18557,25,9509,4661,125761,92037.0
Employee_1738,32039,19328,20,3946,1025,55313,44014.6
Employee_1739,50590,12584,10,8722,3387,71896,62191.6
Employee_1740,39899,9743,5,4440,3478,54082,48121.9
Employee_1741,75254,14543,5,5563,2337,95360,88533.15
Employee_1742,93343,15771,20,8910,4825,118024,91376.2
Employee_1743,54749,9576,20,1211,3759,65536,48912.0
Employee_1744,43547,19542,5,3997,2399,67086,61532.55
Employee_1745,47231,16133,10,2785,1399,66149,58413.6
Employee_1746,77770,15093,15,6211,4987,99074,80157.55
Employee_1747,42580,19454,10,7227,2791,69261,60266.6
Employee_1748,55153,6034,20,4910,1394,66097,52465.6
Employee_1749,45253,17126,25,2667,4912,65046,44539.25
Employee_1750,51647,6901,20,1870,2910,60418,45798.4
Employee_1751,85106,10101,20,5468,1370,100675,80263.6
Employee_1752,42141,10697,15,2155,4853,54993,42214.3
Employee_1753,97486,14429,10,2232,2727,114147,100228.5
Employee_1754,33109,12532,15,9694,4296,55335,44192.85
Employee_1755,37891,15643,5,1159,2814,54693,49202.3
Employee_1756,66333,10631,20,3929,4022,80893,61478.2
Employee_1757,74195,10223,5,2934,4638,87352,78493.1
Employee_1758,62578,6148,5,2048,1122,70774,66215.7
Employee_1759,95433,11350,20,1806,3883,108589,83349.4
Employee_1760,71531,8589,10,9140,4198,89260,77050.0
Employee_1761,66142,18569,20,2497,2731,87208,67534.8
Employee_1762,40982,17447,10,3102,3501,61531,52187.1
Employee_1763,89688,18261,10,3801,623,111750,100332.1
Employee_1764,82807,10708,15,5023,3784,98538,80726.75
Employee_1765,68835,12981,5,7949,1327,89765,84347.2
Employee_1766,43441,19659,10,8417,2208,71517,62999.0
Employee_1767,34124,5025,15,1293,3610,40442,30959.65
Employee_1768,95889,19345,20,9335,1446,124569,100076.2
Employee_1769,41487,6854,25,7775,3828,56116,40202.75
Employee_1770,93064,7871,20,9974,3179,110909,87543.0
Employee_1771,96633,11775,25,1480,3830,109888,78956.0
Employee_1772,41319,14042,5,2995,4952,58356,50635.95
Employee_1773,73272,7557,5,9441,3752,90270,82476.55
Employee_1774,35715,18655,5,4957,1117,59327,55491.5
Employee_1775,30371,9853,15,5662,4476,45886,35376.4
Employee_1776,36810,11791,20,5370,4455,53971,39795.8
Employee_1777,43752,18009,20,8094,1771,69855,55731.8
Employee_1778,94662,19633,15,2855,1369,117150,98636.75
Employee_1779,60316,18753,25,3559,1198,82628,61662.75
Employee_1780,75389,8252,10,7316,4839,90957,77753.9
Employee_1781,62350,9940,25,6587,991,78877,59813.5
Employee_1782,63285,11485,10,6719,3722,81489,70290.0
Employee_1783,49819,16839,20,7945,1730,74603,59541.4
Employee_1784,63389,8870,20,5066,1229,77325,61644.2
Employee_1785,81676,5948,5,6030,2321,93654,86951.8
Employee_1786,74330,12607,25,3703,3328,90640,65577.75
Employee_1787,72954,16013,5,7999,1639,96966,90878.65
Employee_1788,36619,9793,15,2128,3658,48540,37920.2
Employee_1789,39449,7311,10,9606,2389,56366,49301.0
Employee_1790,97090,10529,5,7022,674,114641,108586.05
Employee_1791,52771,9007,5,2604,4550,64382,56743.1
Employee_1792,74752,17756,25,9393,1227,101901,77547.0
Employee_1793,62408,12427,5,1931,802,76766,72222.25
Employee_1794,77079,6247,15,7929,3631,91255,75125.1
Employee_1795,52050,15067,15,4920,4107,72037,57862.45
Employee_1796,63075,15771,5,2909,3286,81755,74526.7
Employee_1797,84050,9513,15,3101,4851,96664,77778.55
Employee_1798,68449,16018,20,8266,1852,92733,73987.6
Employee_1799,34510,13330,5,3997,4038,51837,45407.0
Employee_1800,47182,15232,15,5095,1720,67509,56426.9
Employee_1801,44579,9357,15,3096,3427,57032,45514.6
Employee_1802,45554,13199,20,3972,850,62725,50124.4
Employee_1803,83168,9380,5,8615,3555,101163,92980.6
Employee_1804,83270,5336,20,3512,3130,92118,71266.8
Employee_1805,51528,15317,20,5377,2082,72222,56771.0
Employee_1806,96309,17007,25,7526,3309,120842,89204.0
Employee_1807,58280,13521,10,5240,1618,77041,68242.9
Employee_1808,43782,11331,25,5429,3736,60542,43027.75
Employee_1809,73938,13545,5,2997,1656,90480,84449.85
Employee_1810,91442,6452,15,8460,4057,106354,87612.9
Employee_1811,73408,16895,15,2024,4871,92327,73910.55
Employee_1812,58969,9304,10,3642,2199,71915,62888.7
Employee_1813,73836,17416,5,1371,607,92623,87453.4
Employee_1814,70023,18820,10,8569,876,97412,87651.7
Employee_1815,34934,6603,15,3881,2102,45418,37085.45
Employee_1816,72382,10351,5,6933,3552,89666,81977.35
Employee_1817,71475,5385,20,9593,630,86453,70451.0
Employee_1818,96779,8201,25,2666,1456,107646,79945.0
Employee_1819,61455,11980,10,5987,4607,79422,67471.5
Employee_1820,61672,13110,15,1006,2908,75788,61662.7
Employee_1821,76235,9751,15,3216,2216,89202,74088.1
Employee_1822,35884,6174,25,1802,4578,43860,28767.5
Employee_1823,38446,19393,15,9069,2300,66908,55932.15
Employee_1824,36750,16691,15,2347,1834,55788,45937.85
Employee_1825,37977,5540,20,6543,3167,50060,38189.6
Employee_1826,70760,9362,15,3511,997,83633,70617.7
Employee_1827,55368,17014,5,7899,3858,80281,72803.9
Employee_1828,62932,16248,20,5117,927,84297,67534.0
Employee_1829,75614,11819,15,6601,3681,94034,77238.05
Employee_1830,57554,9004,5,5690,3259,72248,65661.1
Employee_1831,73363,5748,20,2510,3064,81621,62734.8
Employee_1832,91538,9329,10,4858,4752,105725,90886.3
Employee_1833,87772,7078,10,8024,1278,102874,92111.0
Employee_1834,73878,15682,25,3913,2177,93473,68906.0
Employee_1835,82132,9375,15,6154,647,97661,83287.95
Employee_1836,50285,18009,15,4797,603,73091,62243.9
Employee_1837,83166,15690,5,9557,2586,108413,100884.2
Employee_1838,37826,12445,15,5400,4268,55671,43862.35
Employee_1839,48802,18066,5,2572,3820,69440,62276.6
Employee_1840,45050,10341,20,3862,2599,59253,45575.8
Employee_1841,79967,11425,15,5171,1733,96563,81121.2
Employee_1842,66759,14988,5,6149,2671,87896,81137.65
Employee_1843,83047,6641,15,2987,1219,92675,78002.8
Employee_1844,36477,18284,15,5273,2019,60034,49800.85
Employee_1845,73539,16385,15,7510,2950,97434,80995.4
Employee_1846,30037,6613,10,9024,1146,45674,40863.0
Employee_1847,91173,5257,5,4096,4552,100526,91152.5
Employee_1848,44149,11831,10,7035,550,63015,56867.0
Employee_1849,81861,5521,20,7891,1349,95273,76447.6
Employee_1850,50941,8500,15,8388,1884,67829,57028.85
Employee_1851,72509,13483,10,3307,871,89299,79828.8
Employee_1852,93934,10643,15,8017,4072,112594,92835.45
Employee_1853,62723,15999,5,2016,3021,80738,73780.9
Employee_1854,91476,14812,10,1034,3506,107322,93187.2
Employee_1855,79358,14662,5,4105,3052,98125,90372.0
Employee_1856,87462,5039,10,4869,3286,97370,84833.9
Employee_1857,39972,8635,20,4155,4793,52762,38247.6
Employee_1858,68546,7333,20,2325,4070,78204,58958.2
Employee_1859,86835,16285,15,8575,1626,111695,94601.0
Employee_1860,80857,12803,10,6861,4353,100521,86802.0
Employee_1861,79251,10255,5,1266,4839,90772,81457.7
Employee_1862,52740,5341,20,6609,1031,64690,52042.8
Employee_1863,60347,17672,15,9181,3197,87200,72300.15
Employee_1864,50632,11531,20,7937,756,70100,56911.4
Employee_1865,90040,17592,10,7609,1149,115241,103328.8
Employee_1866,57350,17251,25,7230,2821,81831,60359.75
Employee_1867,99885,17897,20,8793,4409,126575,98609.6
Employee_1868,64707,12076,10,3501,4358,80284,68247.7
Employee_1869,41839,17826,25,5769,583,65434,49934.75
Employee_1870,40906,15778,15,3540,1350,60224,50371.4
Employee_1871,45723,8160,15,8704,4061,62587,50443.55
Employee_1872,30150,7493,5,8595,2070,46238,42285.85
Employee_1873,48791,10874,15,9788,4448,69453,56055.25
Employee_1874,66310,19722,15,9580,2044,95612,80663.2
Employee_1875,33574,5570,20,8497,1305,47641,38507.2
Employee_1876,86818,8934,25,3506,2819,99258,72501.0
Employee_1877,31075,19054,25,1145,2474,51274,36267.75
Employee_1878,69252,7559,20,3714,2195,80525,62967.8
Employee_1879,89935,9452,20,7229,1323,106616,85415.6
Employee_1880,40522,5140,20,6347,3154,52009,39722.6
Employee_1881,76103,9914,20,5515,1560,91532,72768.6
Employee_1882,82299,7261,20,2460,562,92020,73546.0
Employee_1883,92344,18001,25,7492,2155,117837,88095.75
Employee_1884,52177,5498,25,4578,4236,62253,43598.25
Employee_1885,88310,19814,20,5922,1429,114046,90992.2
Employee_1886,68109,10810,5,3648,4152,82567,74469.05
Employee_1887,51538,12316,5,6785,4550,70639,62896.3
Employee_1888,59356,9740,10,1028,3587,70124,59627.4
Employee_1889,33167,10955,25,4434,4838,48556,32687.5
Employee_1890,73868,5554,15,1707,1276,81129,67939.7
Employee_1891,88557,18003,15,6998,2604,113558,94970.0
Employee_1892,95284,10692,25,9511,2494,115487,86499.0
Employee_1893,94183,8592,5,4046,675,106821,101007.25
Employee_1894,37245,11851,20,3980,3734,53076,39522.8
Employee_1895,88518,5669,25,7403,3839,101590,74204.25
Employee_1896,81902,7790,5,6667,1035,96359,90839.4
Employee_1897,62615,10448,15,5720,1259,78783,66564.55
Employee_1898,92494,18771,20,4728,3485,115993,90255.0
Employee_1899,48067,7975,15,2006,2662,58048,46979.7
Employee_1900,89149,18509,20,4136,2873,111794,87389.4
Employee_1901,31692,7397,25,2627,3743,41716,28200.75
Employee_1902,90699,10499,20,9662,3744,110860,86876.4
Employee_1903,96950,13283,20,2201,4797,112434,85590.4
Employee_1904,54019,14037,15,5134,4404,73190,58577.6
Employee_1905,93421,11185,5,2598,4367,107204,97606.7
Employee_1906,45124,16520,20,5471,3653,67115,51133.2
Employee_1907,86345,8916,5,2852,4187,98113,89162.95
Employee_1908,94050,6880,20,9908,4330,110838,86322.0
Employee_1909,42775,13200,5,7330,3198,63305,57308.25
Employee_1910,67793,12755,15,4990,3063,85538,70392.8
Employee_1911,44081,17559,5,9298,1280,70938,66576.0
Employee_1912,47664,17339,15,3782,3567,68785,55467.55
Employee_1913,96690,9152,15,3478,4099,109320,89344.7
Employee_1914,32795,10570,25,3199,2950,46564,32772.75
Employee_1915,50843,10807,15,9152,863,70802,60691.5
Employee_1916,30023,16963,25,9199,3280,56185,41158.5
Employee_1917,42712,11141,15,3965,656,57818,49084.05
Employee_1918,78837,7469,15,9779,4265,96085,78874.1
Employee_1919,63282,11461,15,6343,2832,81086,67042.55
Employee_1920,74507,5458,15,2218,1025,82183,69163.25
Employee_1921,57056,12734,25,7616,3529,77406,56429.5
Employee_1922,51907,9170,5,2315,4203,63392,56135.15
Employee_1923,30083,12772,15,9447,4992,52302,40881.75
Employee_1924,94890,18713,20,2913,3903,116516,89892.4
Employee_1925,47509,15633,15,4736,1648,67878,56758.7
Employee_1926,51897,16126,10,7313,710,75336,67823.7
Employee_1927,91697,15187,25,8510,1447,115394,87226.0
Employee_1928,47222,12822,20,5900,4166,65944,49769.2
Employee_1929,53401,10544,5,1135,3773,65080,58109.75
Employee_1930,83230,18542,5,1966,2612,103738,96037.4
Employee_1931,93191,17300,25,4472,1934,114963,85406.25
Employee_1932,63346,10615,10,9777,1520,83738,74821.9
Employee_1933,30103,5442,15,7378,4320,42923,33271.25
Employee_1934,96241,19300,10,7319,4011,122860,107294.9
Employee_1935,32172,8262,5,2942,2559,43376,38795.3
Employee_1936,82975,6415,10,3497,671,92887,83277.0
Employee_1937,92274,17224,5,3830,2809,113328,105044.1
Employee_1938,88815,9342,10,4775,1136,102932,91980.3
Employee_1939,70308,8675,25,3303,2695,82286,59845.25
Employee_1940,81049,11387,15,3886,1686,96322,80770.6
Employee_1941,40990,5792,5,6240,1952,53022,48730.9
Employee_1942,58597,12060,5,9271,528,79928,75867.15
Employee_1943,88003,6597,15,5041,4977,99641,80474.0
Employee_1944,47697,11608,5,1711,2722,61016,55328.75
Employee_1945,32195,15042,20,5875,2351,53112,41313.6
Employee_1946,45727,14125,5,5345,4815,65197,57389.4
Employee_1947,53880,15695,15,2716,4517,72291,57337.75
Employee_1948,64114,17138,10,9458,2688,90710,79896.8
Employee_1949,54175,5526,5,5387,578,65088,61524.95
Employee_1950,34016,7407,15,9975,1282,51398,43902.55
Employee_1951,32274,15030,5,1434,602,48738,45770.8
Employee_1952,32701,8984,5,1864,4660,43549,36804.75
Employee_1953,69297,11358,20,3151,2242,83806,65433.0
Employee_1954,99385,13410,20,1138,2307,113933,89067.0
Employee_1955,43940,7754,20,8659,2090,60353,47924.2
Employee_1956,31431,18457,25,3926,3579,53814,37763.0
Employee_1957,79378,6697,25,2982,4676,89057,62862.25
Employee_1958,61098,9667,10,5549,2804,76314,66433.5
Employee_1959,40799,8174,20,1778,2962,50751,37994.4
Employee_1960,80278,11814,20,4038,2689,96130,75022.6
Employee_1961,61106,7205,5,7250,2137,75561,70008.45
Employee_1962,96851,13243,25,5680,4731,115774,83519.5
Employee_1963,91733,8126,20,1137,2486,100996,78538.2
